Ticker,Price,Drug,Indication,Stage,Date,Catalyst,Shares_Millions,Market_Cap,Volatility,Share_Price_D-1,Share_Price_D1,Share_Price_D5,Perc_Return_D1,Perc_Return_D5,XBI_Return_D1,XBI_Return_D5,Short_Interest_Pct,Year_Beta,Daily_Volum_Traded
CRBP,7.22,CRB-601,Solid tumorsÂ ,IND-Enabling,1/9/2024,"IND cleared by the FDA, noted January 9, 2024",12,31.93899,98.165,7.16,7.22,6.09,0.008344972,-0.161861899,0.009572539,0.047795155,1.07707,0.0247,0.24508
ALC,76.44,TRYPTYR (acoltremon ophthalmic solution) 0.003%,Dry eye disease (DED)Â ,Phase 3,1/9/2024,"Phase 3 pivotal efficacy and safety study met the primary endpoint , noted January 9, 2024.",494,93.97313,75.3808,0.0685,0.07,0.065,0.021661497,-0.052446475,0.009572539,0.047795155,0,0.00094,0.15775
ALC,76.44,AR-15512 (AVX-012) - (COMET-2),Dry eye diseaseÂ ,Phase 3,1/9/2024,"Phase 3 pivotal efficacy and safety study met the primary endpoint , noted January 9, 2024.",494,93.97313,75.3808,0.0685,0.07,0.065,0.021661497,-0.052446475,0.009572539,0.047795155,0,0.00094,0.15775
MRSN,3.25,Emiltatug Ledadotin (XMT-1660) - (Emi-Le),Metastatic triple-negative breast cancer (TNBC)Â ,Phase 1,1/10/2024,"Phase 1 data reported that treatment was generally well tolerated, with no Grade 4 or 5 treatment-related adverse events (TRAEs) reported, noted January 10, 2025.",4,391.89183,203.0704,80.75,81.25,72.25,0.006172859,-0.111225635,0.034012079,0.057837377,6.9619,0.01324,22.86529
FDMT,19.14,4D-150 - (SPECTRA),Wet Age-Related Macular Degeneration (wet AMD)Â ,Phase 2,1/10/2024,"Phase 2 32-week interim data reported that 3E10 vg/eye achieved an 86% reduction in injection burden vs. projected on-label aflibercept 2mg Q8W and dose response with 61% reduction vs. 1E10 vg/eye, wi",46,818.30404,55.3857,19.49,19.14,17.75,-0.018121127,-0.093515998,0.034012079,0.057837377,7.53187,0.1473,4.44385
CMND,2.93,CMND-100,Alcohol use disorder (AUD)Â ,IND-Enabling,1/10/2024,"IND submitted March 16, 2023. Phase 1/2a trial sites selected noted May 22, 2023. Type A meeting completed, noted January 10, 2024.",5,4.96092,168.1399,2.07,2.93,1.12,0.347453816,-0.614219922,0.034012079,0.057837377,0.85309,0.00013,140.14555
ACRS,1.01,ATI-1777-AD-202,Atopic dermatitisÂ ,Phase 2b,1/10/2024,"Phase 2b topline data on ATI-1777 2% QD showed a trend toward significance, ATI-1777 2% BID achieved a statistically significant result in the primary efficacy endpoint at week 4, noted January 10, 2",108,71.19038,289.9477,1.28,1.005,1.18,-0.241872536,-0.081345639,0.034012079,0.057837377,8.16841,0.07865,8.51035
VYNE,2.24,Repibresib Gel (VYN201),VitiligoÂ ,Phase 1b,1/10/2024,"Phase 1b biomarker data reported a median reduction in MMP-9 of 40.8% in lesional skin compared to baseline for subjects in the 2.0% cohort, noted January 10, 2024.",25,31.26441,98.3706,2.27,2.24,1.99,-0.013303966,-0.131645193,0.034012079,0.057837377,0.63039,0.06882,0.63224
EYPT,20.23,EYP-1901 - (VERONA),Diabetic macular edema (DME)Â ,Phase 2,1/10/2024,"Phase 2 dosing initiated, noted January 10, 2024.",68,952.30981,171.9504,21.47,20.23,21.87,-0.059489961,0.018459223,0.034012079,0.057837377,11.32262,0.0603,12.44754
BPTH,11.2,BP1002,Refractory/relapsed lymphoma and chronic lymphocytic leukemiaÂ ,Phase 1,1/10/2024,"Phase 1 first cohort completed, noted January 10, 2024.",8,6.91749,167.7256,10.602,11.2,8.694,0.054871116,-0.19840953,0.034012079,0.057837377,3.03726,0.01488,0.1395
SANA,7.18,SC291 - (ARDENT),"Solid tumors, B-cell lymphomas and leukemiasÂ ",Phase 1,1/10/2024,Phase 1 early data discussed at the JPMorgan Healthcare Conference showed in a presentation that three patients saw at least a reduction in their disease while two patients had no detectable disease a,237,1415.40439,91.0515,5.155,7.18,6.12,0.331332266,0.171594979,0.034012079,0.057837377,11.18588,0.19181,454.9816
MRK,117.88,KEYTRUDA with external beam radiotherapy (EBRT) plus concurrent chemotherapy - (KEYNOTE-A18),Cervical cancerÂ ,Approved,1/12/2024,"FDA Approved on January 12, 2024.",,300611.1585,17.4969,118.43,118.63,118.89,0.001687337,0.003876627,0.000552822,0.038535638,0.70507,0.01668,809.44808
ARQT,3.47,"ZORYVE (roflumilast) cream, 0.15%",Atopic dermatitisÂ ,Phase 3,1/15/2024,"Additional Phase 3 data reported that at Week 4, a statistically significant greater percentage of patients achieved a 50% reduction in EASI scores (EASI-50), with 69.2% of patients treated with roflu",119,343.55075,95.5498,3.64,3.64,3.54,0,-0.027856955,0.015155182,0.015716759,21.3847,0.18356,0
ANIP,55.41,Indomethacin Oral Suspension - (Indocin generic),"Rheumatoid arthritis, ankylosing spondylitis, osteoarthritis, acute gouty arthritis, bursitis, and tendinitisÂ ",Approved,1/16/2024,"Approved January 16, 2024.",21,1057.37147,37.8793,56.74,55.41,56.62,-0.023719347,-0.00211715,0.023272476,0.013248176,1.3833,0.13493,4.76532
CLRB,3.7,CLR 121225 (225Ac-CLR 121225),PLE cancerÂ ,Preclinical,1/16/2024,"Preclinical data reported tumor volume reduction in a dose dependent manner with the highest dose providing near complete eradication of the tumor, noted January 16, 2024.",3,45.46676,85.3388,105.30011,111.00011,110.70011,0.052716729,0.05001037,0.023272476,0.013248176,4.40363,0.09403,9.54823
ALLK,1.19,Lirentelimab (AK002) - (MAVERICK),Chronic Spontaneous UrticariaÂ ,Phase 2b,1/16/2024,"Phase 2b trial did not meet its primary endpoint, noted January 16, 2024.",90,104.09684,0,0,0,0,#DIV/0!,#DIV/0!,0.023272476,0.013248176,0,0,0
ALLK,1.19,Lirentelimab (AK002) - (ATLAS),Atopic DermatitisÂ ,Phase 2,1/16/2024,"Phase 2 trial did not meet its primary endpoint, noted January 16, 2024.",90,104.09684,0,0,0,0,#DIV/0!,#DIV/0!,0.023272476,0.013248176,0,0,0
HALO,36.36,HYQVIA (Immune Globulin Infusion 10% with Recombinant Human Hyaluronidase),Chronic inflammatory demyelinating polyradiculoneuropathy (CIDP)Â ,Approved,1/16/2024,"Approved January 16, 2024.",116,4803.08728,39.0462,34.43,36.36,34.75,0.054540992,0.009251295,0.023272476,0.013248176,5.56369,0.1562,96.22947
TAK,15.01,HYQVIA (Immune Globulin Infusion 10% with Recombinant Human Hyaluronidase),Chronic inflammatory demyelinating polyradiculoneuropathy (CIDP)Â ,Approved,1/16/2024,"Approved January 16, 2024.",,6904763.012,18.8962,15.04,15.01,14.73,-0.001996673,-0.020827088,0.023272476,0.013248176,0,0,48.77124
CRSP,63.43,CASGEVY (exagamglogene autotemcel [exa-cel],Beta-thalassemiaÂ ,Approved,1/16/2024,"FDA Approved on January 16, 2024.",90,5038.40005,63.7025,64.25,63.43,66.19,-0.012844788,0.02974767,0.023272476,0.013248176,20.4581,0.35855,111.08039
VRTX,437.49,CASGEVY (exagamglogene autotemcel [exa-cel],Beta-thalassemiaÂ ,Approved,1/16/2024,"FDA Approved on January 16, 2024.",256,112733.8162,26.2754,433.4,437.49,439.7,0.009392759,0.014431587,0.023272476,0.013248176,1.26358,0.15752,781.85982
SRPT,115.39,SRP-9003-301 - (EMERGENE),Limb-girdle muscular dystrophy type 2E (LGMD2E)Â ,Phase 3,1/16/2024,"Phase 3 screening initiated, noted January 16, 2024.",97,10794.35152,79.6483,116.8,115.39,121.13,-0.012145375,0.036401279,0.023272476,0.013248176,5.01534,0.00434,111.95392
BGNE,173.25,DKN-01 with bevacizumab - (DeFianCe),Colorectal cancerÂ ,Phase 2,1/16/2024,"Phase 2 part B data due at ASCO GI on January 20, 2024. Phase 2 part A data showed a 30% ORR and 93% DCR across heterogenous second-line CRC patients. Subgroup analysis reveals greatest benefit in lef",106,18118.12811,0,0,0,0,#DIV/0!,#DIV/0!,0.023272476,0.013248176,0,0,0
ONC,â€”,DKN-01 with bevacizumab - (DeFianCe),Colorectal cancerÂ ,Phase 2,1/16/2024,"Phase 2 part B data due at ASCO GI on January 20, 2024. Phase 2 part A data showed a 30% ORR and 93% DCR across heterogenous second-line CRC patients. Subgroup analysis reveals greatest benefit in lef",110,18118.12811,50.2043,175.21,173.25,162.27,-0.011249616,-0.07672364,0.023272476,0.013248176,1.75222,0.2117,51.24319
LPTX,3.47,DKN-01 with bevacizumab - (DeFianCe),Colorectal cancerÂ ,Phase 2,1/16/2024,"Phase 2 part B data due at ASCO GI on January 20, 2024. Phase 2 part A data showed a 30% ORR and 93% DCR across heterogenous second-line CRC patients. Subgroup analysis reveals greatest benefit in lef",41,88.71199,109.0559,3.51,3.47,2.85,-0.011461444,-0.208297043,0.023272476,0.013248176,2.21894,0.13506,0.96607
RCUS,16.9,AB680 + Zimberelimab (AB122) - (ARC-8),Pancreatic CancerÂ ,Phase 1b,1/16/2024,"Phase 1 data showed a median overall survival was 15.7 months for all patients treated with 100 mg quemliclustat-based regimens in the ARC-8 study, which exceeds the historical benchmark data for chem",106,1265.05905,62.104,17.51,16.9,15.44,-0.035458524,-0.125810602,0.023272476,0.013248176,9.70927,0.10653,9.51293
ADAG,3.78,muzastotug (ADG126) combined with KEYTRUDA (pembrolizumab) - (ADG126-P001/KEYNOTE-C98),Solid tumorsÂ ,Phase 1/2,1/16/2024,"Phase 1/2 data from first tranche of MSS CRC patients treated with ADG126 10 mg/kg every three weeks (Q3W) in dose expansion showed clinical benefit including confirmed responses at higher, more freq",47,165.69506,98.6314,3.17,3.78,3.245,0.175992422,0.023383762,0.023272476,0.013248176,0.05744,0.0423,2.20217
ACXP,4.52,Ibezapolstat,C. difficile InfectionÂ ,Phase 2b,1/17/2024,"Phase 2b data showed that that ibezapolstat outperformed vancomycin, a standard of care to treat patients with CDI, with eradication of fecal C. difficile at Day 3 of treatment in 15 of 16 patients (9",1,62.23118,132.0725,95,90.4,80.4,-0.049632624,-0.166862715,0.022712764,0.015160376,2.16989,0.00897,13.53894
EVGN,0.79,BMC128 with Opdivo,"Non-small cell lung cancer (NSCLC), melanoma or renal cell carcinomaÂ ",Phase 1,1/17/2024,"Phase 1 first patient dosed July 26, 2022. Phase 1 trial enrollment completed, noted January 17, 2024",6,32.51785,44.2229,2.35,2.34,2.3,-0.004264399,-0.021506205,0.022712764,0.015160376,0,0.0988,0.02129
BMY,49.4,BMC128 with Opdivo,"Non-small cell lung cancer (NSCLC), melanoma or renal cell carcinomaÂ ",Phase 1,1/17/2024,"Phase 1 first patient dosed July 26, 2022. Phase 1 trial enrollment completed, noted January 17, 2024",,101697.192,21.6711,50,49.98,50.24,-0.00040008,0.004788517,0.022712764,0.015160376,1.09669,0.10386,820.94294
KANT,â€”,KVA12123 with KEYTRUDA (pembrolizumab) - (VISTA-101),Solid tumorsÂ ,Phase 1/2,1/17/2024,"Phase 1/2 update reported that KVA12123 was well tolerated with no dose limiting toxicities (DLT) or cytokine related adverse events at any dose level, noted January 17, 2024.",13,(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),#VALUE!,#VALUE!,0.022712764,0.015160376,(Invalid Identifier),(Invalid Identifier),(Invalid Identifier)
REGN,929.13,Ateganosine (THIO-101),Non-small cell lung cancer (NSCLC)Â ,Phase 2,1/17/2024,"Phase 2 data reported a 100% preliminary disease control rate (DCR) in second-line and 88% in third-line, in highly difficult-to-treat patients who already progressed through previous lines of treatme",105,98810.17324,18.8661,937.32,929.13,948.24,-0.008776075,0.011582895,0.022712764,0.015160376,0.99899,0.14736,489.40808
MAIA,1.48,Ateganosine (THIO-101),Non-small cell lung cancer (NSCLC)Â ,Phase 2,1/17/2024,"Phase 2 data reported a 100% preliminary disease control rate (DCR) in second-line and 88% in third-line, in highly difficult-to-treat patients who already progressed through previous lines of treatme",32,25.07676,117.8391,1.23,1.48,1.41,0.185027918,0.136575535,0.022712764,0.015160376,0.55698,0.00002,5.5153
LSTA,2.94,LSTA1,Glioblastoma multiforme (GBM)Â ,Phase 2a,1/17/2024,"Phase 2a trial initiated, noted January 17, 2024.",8,23.92998,67.9985,3.02,2.94,2.75,-0.02684725,-0.09365592,0.022712764,0.015160376,0.73303,0.06336,0.04005
CATX,0.44,212Pb-VMT01,MC1R-positive metastatic melanomaÂ ,Phase 1/2,1/17/2024,"Phase 1/2 second dose escalation cohorts recruitment commenced, noted January 17, 2024.",74,122.35702,140.7214,4.521,4.361,4.886,-0.036031819,0.077640765,0.022712764,0.015160376,0.68891,0.00198,0.37533
CNSP,35.33,Berubicin,Glioblastoma (GBM) (adult)Â ,Phase 2,1/17/2024,"Enrollment completed, noted January 17, 2024.",,3.68793,142.0622,21612.02161,21195.0212,16869.01687,-0.019483411,-0.247771098,0.022712764,0.015160376,4.13206,0.01076,0.12717
PFE,27.32,CRDF-004,Metastatic colorectal cancer (mCRC)Â ,Phase 1b,1/17/2024,"Phase 1b findings highlight the safety and promising efficacy of onvansertib in combination with standard-of-care, noted January 17, 2024.",,158946.5342,25.801,28.32,28.15,28.33,-0.006020914,0.000353045,0.022712764,0.015160376,1.01004,0.08557,937.74921
CRDF,1.47,CRDF-004,Metastatic colorectal cancer (mCRC)Â ,Phase 1b,1/17/2024,"Phase 1b findings highlight the safety and promising efficacy of onvansertib in combination with standard-of-care, noted January 17, 2024.",66,65.67544,91.7946,1.63,1.47,1.515,-0.103317614,-0.073164576,0.022712764,0.015160376,2.9479,0.07918,0.36656
IXHL,4.47,IHL-42X - (RePOSA),Obstructive sleep apnea (OSA)Â ,Phase 2/3,1/17/2024,"Phase 2/3 IRB approved protocol to asses drug in patients, noted January 17, 2024.",347,70.95282,157.8562,4.45,4.47,4.03,0.004484312,-0.09913772,0.022712764,0.015160376,0.58984,0.06711,0.09744
PBLA,6.65,CPP-1X (eflornithine),NeuroblastomaÂ ,Phase 1,1/18/2024,"Phase 1 data reported that 2 partial responses (PR), 4 minor responses (MR), 10 Stable disease (SD), 7 progressive disease (PD) and 1 unevaluable patient, noted January 18, 2024.",4,3.19469,186.1696,8.676,6.65,3.25,-0.265943738,-0.981905597,0.01471034,-0.001809546,14.07482,0.00251,0.89986
MTVA,â€”,DA-1241,Metabolic dysfunction-associated steatohepatitis (MASH)Â ,Preclinical,1/18/2024,"Pre-clinical results demonstrated that once daily oral administration in rats, of sitagliptin alone (180 mg/kg/day), DA-1241 alone (100 mg/kg/day), or sitagliptin in combination with DA-1241 (up to 18",24,16.64087,82.9529,3.38,3.43,3.1199,0.014684552,-0.080074759,0.01471034,-0.001809546,0.14051,0.03597,0.30424
CLDX,39.66,Barzolvolimab - (CindU),"Chronic inducible urticaria (CIndU), cold urticaria (ColdU) and symptomatic dermographism (SD), Chronic Spontaneous Urticaria (CSU)Â ",Phase 2,1/18/2024,"Phase 2 data reported that the trial met primary endpoint with clinically meaningful and statistically significant decreases in urticaria disease activity across multiple dose groups, noted January 18",66,2168.97355,49.6952,39.71,39.66,37.34,-0.001259922,-0.061537907,0.01471034,-0.001809546,12.04683,0.16446,16.69563
CHRS,2.4,Casdozokitug (casdozo),Non-small cell lung cancer (NSCLC)Â ,Phase 2,1/18/2024,"Phase 2 data presented at ASCO GI demonstrated early activity with 38% objective response rate including three complete responses, noted January 18, 2024.",116,267.27397,115.9607,2.46,2.4,2.37,-0.024692613,-0.037271395,0.01471034,-0.001809546,21.75374,0.08676,7.42351
DCPH,13.89,QINLOCK (ripretinib) - (INTRIGUE),Gastrointestinal Stromal Tumors (GIST) - second-lineÂ ,Phase 3,1/18/2024,"Phase 3 long term data median overall survival of 35.5 months versus 31.5 months for sunitinib in the all-Patient intent-to treat-population, noted Janaury 18, 2024.",86,(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),#VALUE!,#VALUE!,0.01471034,-0.001809546,(Invalid Identifier),(Invalid Identifier),(Invalid Identifier)
ZLAB,23.56,QINLOCK (ripretinib) - (INTRIGUE),Gastrointestinal Stromal Tumors (GIST) - second-lineÂ ,Phase 3,1/18/2024,"Phase 3 long term data median overall survival of 35.5 months versus 31.5 months for sunitinib in the all-Patient intent-to treat-population, noted Janaury 18, 2024.",109,2325.82977,58.0974,23.42,23.56,23.03,0.005960001,-0.016792644,0.01471034,-0.001809546,4.25406,0.24629,16.56475
NVS,104.33,LUTATHERA (lutetium Lu 177) - (NETTER-P),Gastroenteropancreatic neuroendocrine tumors (GEP-NETs)Â ,Phase 3,1/19/2024,Phase 3 data reported that treatment reduced the risk of disease progression or death by 72% as first-line therapy in patients with somatostatin receptor-positive (SSTR+) well-differentiated grade 2/3,,1371.44091,47.2033,4.5,4.42,4.75,-0.017937701,0.054067221,-0.022151187,-0.013462839,0,0.00472,0.26782
AZN,65.53,IMFINZI (Durvalumab) + TACE - (EMERALD-1),Locoregional Hepatocellular carcinoma (HCC)Â ,Phase 3,1/19/2024,"Phase 3 data presented at ASCO GI reported that treatment reduced the risk of disease progression or death by 23% compared to TACE alone, noted January 19, 2024.",,162891.0887,21.9162,104.32,105.08,105.46,0.007258867,0.010868636,-0.022151187,-0.013462839,0,0.11419,269.92971
TEVA,11.18,SIMLANDI (adalimumab-ryvk) - (Humira biosimilar),Inflammatory diseasesÂ ,BsUFA,1/19/2024,"FDA facility reinspection in Iceland has concluded, the company also received a form 483 with one observation, noted January 19, 2024. Alvotech believes it is in position to receive approval on BsUFA",,12532.45804,36.9243,10.99,11.18,11.91,0.017140699,0.080392615,-0.022151187,-0.013462839,1.45841,0.05885,112.00724
ALVO,14.14,SIMLANDI (adalimumab-ryvk) - (Humira biosimilar),Inflammatory diseasesÂ ,BsUFA,1/19/2024,"FDA facility reinspection in Iceland has concluded, the company also received a form 483 with one observation, noted January 19, 2024. Alvotech believes it is in position to receive approval on BsUFA",301,3754.59027,41.0179,12.265,14.14,14.65,0.142257983,0.177690658,-0.022151187,-0.013462839,0.0371,0.00996,33.93642
TEVA,11.18,SELARSDI (ustekinumab-aekn) - (STELARA biosimilar),moderate to severe plaque psoriasis and for active psoriatic arthritis in adults and pediatric patients 6 years and older.Â ,BsUFA,1/19/2024,"FDA facility reinspection in Iceland has concluded, the company also received a form 483 with one observation, noted January 19, 2024. Alvotech believes it is in position to receive approval on BsUFA",,12532.45804,36.9243,10.99,11.18,11.91,0.017140699,0.080392615,-0.022151187,-0.013462839,1.45841,0.05885,112.00724
ALVO,14.14,SELARSDI (ustekinumab-aekn) - (STELARA biosimilar),moderate to severe plaque psoriasis and for active psoriatic arthritis in adults and pediatric patients 6 years and older.Â ,BsUFA,1/19/2024,"FDA facility reinspection in Iceland has concluded, the company also received a form 483 with one observation, noted January 19, 2024. Alvotech believes it is in position to receive approval on BsUFA",301,3754.59027,41.0179,12.265,14.14,14.65,0.142257983,0.177690658,-0.022151187,-0.013462839,0.0371,0.00996,33.93642
RCUS,15.34,AB680 + Zimberelimab (AB122) - (ARC-8),Pancreatic CancerÂ ,Phase 1b,1/19/2024,"Phase 1b results presented at the ASCO Gastrointestinal Cancers Symposium reported that a 37% reduction in risk of death and a 5.9-month improvement in mOS, noted January 19, 2024.",106,1148.28437,61.9759,16.37,15.34,15.13,-0.064986595,-0.078770864,-0.022151187,-0.013462839,9.70927,0.0988,28.67026
BMY,49.53,Opdivo (nivolumab) plus Yervoy - (CheckMate -8HW),Microsatellite Instabilityâ€“High or Mismatch Repair Deficient Metastatic Colorectal CancerÂ ,Phase 3,1/20/2024,"Presentation of data reported that it demonstrated significant efficacy benefit compared to chemotherapy as first-line treatment in MSI-H/dMMR mCRC, noted January 20, 2023.",,101961.7105,21.6679,50.11,50.11,49.7,0,-0.008215656,-0.022266057,-0.013577709,1.09669,0.11558,0
AZN,66.12,Ampligen (rintatolimod) with Imfinzi (durvalumab) - (DURIPANC),Pancreatic CancerÂ ,Phase 1/2,1/22/2024,"Phase 1b/2 trial approved by Netherlands, noted June 27, 2023. Phase 1b/2 enrollment commenced January 22, 2024.",,164162.2221,21.8561,105.08,105.9,105.68,0.007773288,0.005693695,-0.02473464,-0.042176619,0,0.11419,479.68009
AIM,0.42,Ampligen (rintatolimod) with Imfinzi (durvalumab) - (DURIPANC),Pancreatic CancerÂ ,Phase 1/2,1/22/2024,"Phase 1b/2 trial approved by Netherlands, noted June 27, 2023. Phase 1b/2 enrollment commenced January 22, 2024.",2,62.64421,61.7909,0.3,0.3,0.28,0,-0.068992871,-0.02473464,-0.042176619,0,0.00817,0.01581
