Ticker,Company,Price,Drug,Indication,Stage,Date,Catalyst,Shares
HALO,Halozyme Therapeutics Inc.,36.36,HYQVIA (Immune Globulin Infusion 10% with Recombinant Human Hyaluronidase),Chronic inflammatory demyelinating polyradiculoneuropathy (CIDP) ,Approved,16/01/2024 ET,"Approved January 16, 2024.",116.97M
Add to portfolio,,,,,,,,
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of),15.01,HYQVIA (Immune Globulin Infusion 10% with Recombinant Human Hyaluronidase),Chronic inflammatory demyelinating polyradiculoneuropathy (CIDP) ,Approved,16/01/2024 ET,"Approved January 16, 2024.",3.15B
Add to portfolio,,,,,,,,
CRSP,CRISPR Therapeutics AG,63.43,CASGEVY (exagamglogene autotemcel [exa-cel],Beta-thalassemia ,Approved,16/01/2024 ET,"FDA Approved on January 16, 2024.",90.95M
Add to portfolio,,,FTD,,,,,
,,,ODD,,,,,
VRTX,Vertex Pharmaceuticals Incorporated,437.49,CASGEVY (exagamglogene autotemcel [exa-cel],Beta-thalassemia ,Approved,16/01/2024 ET,"FDA Approved on January 16, 2024.",256.39M
Add to portfolio,,,FTD,,,,,
,,,ODD,,,,,
SRPT,Sarepta Therapeutics Inc.,115.39,SRP-9003-301 - (EMERGENE),Limb-girdle muscular dystrophy type 2E (LGMD2E) ,Phase 3,16/01/2024 ET,"Phase 3 screening initiated, noted January 16, 2024.",97.71M
Add to portfolio,,,FTD,,,,,
BGNE,BeiGene Ltd.,173.25,DKN-01 with bevacizumab - (DeFianCe),Colorectal cancer ,Phase 2,16/01/2024 ET,"Phase 2 part B data due at ASCO GI on January 20, 2024. Phase 2 part A data showed a 30% ORR and 93% DCR across heterogenous second-line CRC patients. Subgroup analysis reveals greatest benefit in lef … read more",106.62M
Add to portfolio,,,,,,,,
ONC,BeOne Medicines Ltd.,—,DKN-01 with bevacizumab - (DeFianCe),Colorectal cancer ,Phase 2,16/01/2024 ET,"Phase 2 part B data due at ASCO GI on January 20, 2024. Phase 2 part A data showed a 30% ORR and 93% DCR across heterogenous second-line CRC patients. Subgroup analysis reveals greatest benefit in lef … read more",110.03M
Add to portfolio,,,,,,,,
LPTX,Leap Therapeutics Inc.,3.47,DKN-01 with bevacizumab - (DeFianCe),Colorectal cancer ,Phase 2,16/01/2024 ET,"Phase 2 part B data due at ASCO GI on January 20, 2024. Phase 2 part A data showed a 30% ORR and 93% DCR across heterogenous second-line CRC patients. Subgroup analysis reveals greatest benefit in lef … read more",41.44M
Add to portfolio,,,,,,,,
RCUS,Arcus Biosciences Inc.,16.9,AB680 + Zimberelimab (AB122) - (ARC-8),Pancreatic Cancer ,Phase 1b,16/01/2024 ET,"Phase 1 data showed a median overall survival was 15.7 months for all patients treated with 100 mg quemliclustat-based regimens in the ARC-8 study, which exceeds the historical benchmark data for chem … read more",106.43M
Add to portfolio,,,,,,,,
ADAG,Adagene Inc.,3.78,muzastotug (ADG126) combined with KEYTRUDA (pembrolizumab) - (ADG126-P001/KEYNOTE-C98),Solid tumors ,Phase 1/2,16/01/2024 ET,"Phase 1/2 data from first tranche of MSS CRC patients treated with ADG126 10 mg/kg every three weeks (Q3W) in dose expansion showed clinical benefit including confirmed responses at higher, more freq … read more",47.11M
Add to portfolio,,,,,,,,
ACXP,Acurx Pharmaceuticals Inc.,4.52,Ibezapolstat,C. difficile Infection ,Phase 2b,17/01/2024 ET,"Phase 2b data showed that that ibezapolstat outperformed vancomycin, a standard of care to treat patients with CDI, with eradication of fecal C. difficile at Day 3 of treatment in 15 of 16 patients (9 … read more",1.58M
Add to portfolio,,,FTD,,,,,
,,,View Clinical Trial Data,,,,,
EVGN,Evogene Ltd.,0.79,BMC128 with Opdivo,"Non-small cell lung cancer (NSCLC), melanoma or renal cell carcinoma ",Phase 1,17/01/2024 ET,"Phase 1 first patient dosed July 26, 2022. Phase 1 trial enrollment completed, noted January 17, 2024",6.51M
Add to portfolio,,,,,,,,
BMY,Bristol-Myers Squibb Company,49.4,BMC128 with Opdivo,"Non-small cell lung cancer (NSCLC), melanoma or renal cell carcinoma ",Phase 1,17/01/2024 ET,"Phase 1 first patient dosed July 26, 2022. Phase 1 trial enrollment completed, noted January 17, 2024",2.04B
Add to portfolio,,,,,,,,
KANT,Kineta Inc.,—,KVA12123 with KEYTRUDA (pembrolizumab) - (VISTA-101),Solid tumors ,Phase 1/2,17/01/2024 ET,"Phase 1/2 update reported that KVA12123 was well tolerated with no dose limiting toxicities (DLT) or cytokine related adverse events at any dose level, noted January 17, 2024.",13.54M
Add to portfolio,,,,,,,,
REGN,Regeneron Pharmaceuticals Inc.,929.13,Ateganosine (THIO-101),Non-small cell lung cancer (NSCLC) ,Phase 2,17/01/2024 ET,"Phase 2 data reported a 100% preliminary disease control rate (DCR) in second-line and 88% in third-line, in highly difficult-to-treat patients who already progressed through previous lines of treatme … read more",105.99M
Add to portfolio,,,ODD,,,,,
,,,FTD,,,,,
MAIA,MAIA Biotechnology Inc.,1.48,Ateganosine (THIO-101),Non-small cell lung cancer (NSCLC) ,Phase 2,17/01/2024 ET,"Phase 2 data reported a 100% preliminary disease control rate (DCR) in second-line and 88% in third-line, in highly difficult-to-treat patients who already progressed through previous lines of treatme … read more",32.99M
Add to portfolio,,,ODD,,,,,
,,,FTD,,,,,
LSTA,Lisata Therapeutics Inc.,2.94,LSTA1,Glioblastoma multiforme (GBM) ,Phase 2a,17/01/2024 ET,"Phase 2a trial initiated, noted January 17, 2024.",8.76M
Add to portfolio,,,ODD,,,,,
CATX,Isoray. (DE),0.44,212Pb-VMT01,MC1R-positive metastatic melanoma ,Phase 1/2,17/01/2024 ET,"Phase 1/2 second dose escalation cohorts recruitment commenced, noted January 17, 2024.",74.26M
Add to portfolio,,,FTD,,,,,
CNSP,CNS Pharmaceuticals Inc.,35.33,Berubicin,Glioblastoma (GBM) (adult) ,Phase 2,17/01/2024 ET,"Enrollment completed, noted January 17, 2024.",574.58K
Add to portfolio,,,FTD,,,,,
,,,ODD,,,,,
,,,View Clinical Trial Data,,,,,
PFE,Pfizer Inc.,27.32,CRDF-004,Metastatic colorectal cancer (mCRC) ,Phase 1b,17/01/2024 ET,"Phase 1b findings highlight the safety and promising efficacy of onvansertib in combination with standard-of-care, noted January 17, 2024.",5.69B
Add to portfolio,,,,,,,,
CRDF,Cardiff Oncology Inc.,1.47,CRDF-004,Metastatic colorectal cancer (mCRC) ,Phase 1b,17/01/2024 ET,"Phase 1b findings highlight the safety and promising efficacy of onvansertib in combination with standard-of-care, noted January 17, 2024.",66.53M
Add to portfolio,,,,,,,,
IXHL,Incannex Healthcare Inc.,4.47,IHL-42X - (RePOSA),Obstructive sleep apnea (OSA) ,Phase 2/3,17/01/2024 ET,"Phase 2/3 IRB approved protocol to asses drug in patients, noted January 17, 2024.",347.71M
Add to portfolio,,,,,,,,
PBLA,Panbela Therapeutics Inc.,6.65,CPP-1X (eflornithine),Neuroblastoma ,Phase 1,18/01/2024 ET,"Phase 1 data reported that 2 partial responses (PR), 4 minor responses (MR), 10 Stable disease (SD), 7 progressive disease (PD) and 1 unevaluable patient, noted January 18, 2024.",4.85M
Add to portfolio,,,,,,,,
MTVA,MetaVia Inc.,—,DA-1241,Metabolic dysfunction-associated steatohepatitis (MASH) ,Preclinical,18/01/2024 ET,"Pre-clinical results demonstrated that once daily oral administration in rats, of sitagliptin alone (180 mg/kg/day), DA-1241 alone (100 mg/kg/day), or sitagliptin in combination with DA-1241 (up to 18 … read more",24.2M
Add to portfolio,,,,,,,,
CLDX,Celldex Therapeutics Inc.,39.66,Barzolvolimab - (CindU),"Chronic inducible urticaria (CIndU), cold urticaria (ColdU) and symptomatic dermographism (SD), Chronic Spontaneous Urticaria (CSU) ",Phase 2,18/01/2024 ET,"Phase 2 data reported that the trial met primary endpoint with clinically meaningful and statistically significant decreases in urticaria disease activity across multiple dose groups, noted January 18 … read more",66.41M
Add to portfolio,,,,,,,,
CHRS,Coherus Oncology Inc.,2.4,Casdozokitug (casdozo),Non-small cell lung cancer (NSCLC) ,Phase 2,18/01/2024 ET,"Phase 2 data presented at ASCO GI demonstrated early activity with 38% objective response rate including three complete responses, noted January 18, 2024.",116.23M
Add to portfolio,,,,,,,,
DCPH,Deciphera Pharmaceuticals Inc.,13.89,QINLOCK (ripretinib) - (INTRIGUE),Gastrointestinal Stromal Tumors (GIST) - second-line ,Phase 3,18/01/2024 ET,"Phase 3 long term data median overall survival of 35.5 months versus 31.5 months for sunitinib in the all-Patient intent-to treat-population, noted Janaury 18, 2024.",86.48M
Add to portfolio,,,BTD,,,,,
,,,View Clinical Trial Data,,,,,
ZLAB,Zai Lab Limited,23.56,QINLOCK (ripretinib) - (INTRIGUE),Gastrointestinal Stromal Tumors (GIST) - second-line ,Phase 3,18/01/2024 ET,"Phase 3 long term data median overall survival of 35.5 months versus 31.5 months for sunitinib in the all-Patient intent-to treat-population, noted Janaury 18, 2024.",109.96M
Add to portfolio,,,BTD,,,,,
,,,View Clinical Trial Data,,,,,
NVS,Novartis AG,104.33,LUTATHERA (lutetium Lu 177) - (NETTER-P),Gastroenteropancreatic neuroendocrine tumors (GEP-NETs) ,Phase 3,19/01/2024 ET,Phase 3 data reported that treatment reduced the risk of disease progression or death by 72% as first-line therapy in patients with somatostatin receptor-positive (SSTR+) well-differentiated grade 2/3 … read more,1.98B
Add to portfolio,,,,,,,,
AZN,AstraZeneca PLC,65.53,IMFINZI (Durvalumab) + TACE - (EMERALD-1),Locoregional Hepatocellular carcinoma (HCC) ,Phase 3,19/01/2024 ET,"Phase 3 data presented at ASCO GI reported that treatment reduced the risk of disease progression or death by 23% compared to TACE alone, noted January 19, 2024.",3.1B
Add to portfolio,,,View Clinical Trial Data,,,,,
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,11.18,SIMLANDI (adalimumab-ryvk) - (Humira biosimilar),Inflammatory diseases ,BsUFA,19/01/2024 ET,"FDA facility reinspection in Iceland has concluded, the company also received a form 483 with one observation, noted January 19, 2024. Alvotech believes it is in position to receive approval on BsUFA … read more",1.15B
Add to portfolio,,,,,,,,
ALVO,Alvotech,14.14,SIMLANDI (adalimumab-ryvk) - (Humira biosimilar),Inflammatory diseases ,BsUFA,19/01/2024 ET,"FDA facility reinspection in Iceland has concluded, the company also received a form 483 with one observation, noted January 19, 2024. Alvotech believes it is in position to receive approval on BsUFA … read more",301.81M
Add to portfolio,,,,,,,,
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,11.18,SELARSDI (ustekinumab-aekn) - (STELARA biosimilar),moderate to severe plaque psoriasis and for active psoriatic arthritis in adults and pediatric patients 6 years and older. ,BsUFA,19/01/2024 ET,"FDA facility reinspection in Iceland has concluded, the company also received a form 483 with one observation, noted January 19, 2024. Alvotech believes it is in position to receive approval on BsUFA … read more",1.15B
Add to portfolio,,,,,,,,
ALVO,Alvotech,14.14,SELARSDI (ustekinumab-aekn) - (STELARA biosimilar),moderate to severe plaque psoriasis and for active psoriatic arthritis in adults and pediatric patients 6 years and older. ,BsUFA,19/01/2024 ET,"FDA facility reinspection in Iceland has concluded, the company also received a form 483 with one observation, noted January 19, 2024. Alvotech believes it is in position to receive approval on BsUFA … read more",301.81M
Add to portfolio,,,,,,,,
RCUS,Arcus Biosciences Inc.,15.34,AB680 + Zimberelimab (AB122) - (ARC-8),Pancreatic Cancer ,Phase 1b,19/01/2024 ET,"Phase 1b results presented at the ASCO Gastrointestinal Cancers Symposium reported that a 37% reduction in risk of death and a 5.9-month improvement in mOS, noted January 19, 2024.",106.43M
Add to portfolio,,,,,,,,
BMY,Bristol-Myers Squibb Company,49.53,Opdivo (nivolumab) plus Yervoy - (CheckMate -8HW),Microsatellite Instability–High or Mismatch Repair Deficient Metastatic Colorectal Cancer ,Phase 3,20/01/2024 ET,"Presentation of data reported that it demonstrated significant efficacy benefit compared to chemotherapy as first-line treatment in MSI-H/dMMR mCRC, noted January 20, 2023.",2.04B
Add to portfolio,,,,,,,,
AZN,AstraZeneca PLC,66.12,Ampligen (rintatolimod) with Imfinzi (durvalumab) - (DURIPANC),Pancreatic Cancer ,Phase 1/2,22/01/2024 ET,"Phase 1b/2 trial approved by Netherlands, noted June 27, 2023. Phase 1b/2 enrollment commenced January 22, 2024.",3.1B
Add to portfolio,,,,,,,,
AIM,AIM ImmunoTech Inc.,0.42,Ampligen (rintatolimod) with Imfinzi (durvalumab) - (DURIPANC),Pancreatic Cancer ,Phase 1/2,22/01/2024 ET,"Phase 1b/2 trial approved by Netherlands, noted June 27, 2023. Phase 1b/2 enrollment commenced January 22, 2024.",2.71M
Add to portfolio,,,,,,,,
CLRB,Cellectar Biosciences Inc.,3.64,Iopofosine (CLR 131) - (CLOVER-WaM),Waldenstrom’s macroglobulinemia ,Phase 2b,22/01/2024 ET,"Phase 2b complete CNS clearance reported in one patient, noted January 22, 2024.",3.19M
Add to portfolio,,,BTD,,,,,
,,,View Clinical Trial Data,,,,,
TVRD,Tvardi Therapeutics Inc.,—,KORSUVA (CR845/difelikefalin) oral - (KICK),Stage 3-4 Chronic Kidney Disease-Associated Pruritus ,Phase 3,22/01/2024 ET,"Phase 3 trial was discontinued to focus resources on the notalgia paresthetica (NP) program, noted on January 22, 2024.",9.38M
Add to portfolio,,,,,,,,
SGMT,Sagimet Biosciences Inc.,18.42,Denifanstat - (FASCINATE-3),Nonalcoholic steatohepatitis (NASH) ,Phase 2b,22/01/2024 ET,"Phase 2b topline data reported NASH resolution without worsening of fibrosis with ≥2-point reduction in NAS (NAFLD Activity Score) in 36% of denifanstat-treated patients vs 13% with placebo (p=0.002), … read more",32.52M
Add to portfolio,,,BTD,,,,,
AGEN,Agenus Inc.,11.77,Neoadjuvant botensilimab plus balstilimab - (NEST-1),Colorectal cancer ,Phase 2,22/01/2024 ET,"Phase 2 trial data presented at ASCO-GI showed a major tumor regression in 67.5% of patients. The study achieved durable elimination of ctDNA, a critical biomarker for cancer clearance and long-term d … read more",31.86M
Add to portfolio,,,,,,,,
IONS,Ionis Pharmaceuticals Inc.,51.01,DAWNZERA (Donidalorsen),Hereditary Angioedema (HAE) ,Phase 3,22/01/2024 ET,"Phase 3 topline data met the primary endpoint with a statistically significant reduction in the rate of HAE attacks in patients treated every 4 weeks or patients treated every 8 weeks, noted January 2 … read more",159.39M
Add to portfolio,,,View Clinical Trial Data,,,,,
SEEL,Seelos Therapeutics Inc.,10.24,SLS-002,Acute Suicidal Ideation and Behavior in patients with Major Depressive Disorder (ASIB in MDD) ,Phase 2,22/01/2024 ET,"EoP2 minutes with FDA agreed that the primary endpoint in a Phase 3 trial could be the change from baseline in the Montgomery-Åsberg Depression Rating Scale (MADRS) total score at Day 16, rather than … read more",435.96K
Add to portfolio,,,View Clinical Trial Data,,,,,
SPRB,Spruce Biosciences Inc.,2.44,Tildacerfont - (CAHmelia-204),Congenital Adrenal Hyperplasia (good disease control) ,Phase 2b,22/01/2024 ET,"Phase 2b enrollment completed exceeding target enrollment (100/90), noted January 22, 2024.",563.04K
Add to portfolio,,,View Clinical Trial Data,,,,,
SXTP,60 Degrees Pharmaceuticals Inc.,0.75,ARAKODA (tafenoquine),Babesiosis ,Phase 2,22/01/2024 ET,"Type C meeting with FDA on January 17, 2024, concluded that the company now plans to conduct a pivotal clinical study in support of a future indication, noted January 22, 2024.",4.1M
Add to portfolio,,,ODD,,,,,
GILD,Gilead Sciences Inc.,77.62,Trodelvy (sacituzumab govitecan-hziy; SG) vs. docetaxel - (EVOKE-01),Non-small cell lung cancer (NSCLC) ,Phase 3,22/01/2024 ET,"Phase 3 trial did not meet its primary endpoint, noted January 22, 2024.",1.24B
Add to portfolio,,,,,,,,
CRBP,Corbus Pharmaceuticals Holdings Inc.,7.3,CRB-701 (SYS6002) with Pembrolizumab,"Solid tumors, Locally advanced or metastatic urothelial carcinoma ",Phase 1,23/01/2024 ET,"Phase 1 dose escalation data from 2024 ASCO GU reported an anti tumor responses across multiple doses were observed, with the first confirmed stable disease at 0.6mg/kg and the first confirmed partial … read more",12.26M
Add to portfolio,,,FTD,,,,,
ARTL,Artelo Biosciences Inc.,1.38,ART26.12,Chemotherapy-Induced Pain ,Preclinical,23/01/2024 ET,"Preclinical data reported that ART26.12 (10 and 25 mg/kg BID for 15 days) with oxaliplatin prevented thermal hyperalgesia, mitigated mechanical allodynia, and attenuated OXA-induced weight loss, noted … read more",1.32M
Add to portfolio,,,,,,,,
LLY,Eli Lilly and Company,627.56,AK-OTOF,Hearing loss ,Phase 1/2,23/01/2024 ET,"Phase 1/2 clinical trial showed that hearing restoration was observed within 30 days of a single administration of AK-OTOF in the initial AK-OTOF-101 study participant, noted January 23, 2024.",946.46M
Add to portfolio,,,,,,,,
VNDA,Vanda Pharmaceuticals Inc.,3.71,VCA-894A,"Charcot-Marie-Tooth disease, axonal, type 2S (CMT2S), caused by cryptic splice site variants within IGHMBP2 ",IND-Enabling,23/01/2024 ET,"Orphan drug designation, noted June 2, 2023. IND clearance by the FDA on January 23, 2024.",59.09M
Add to portfolio,,,ODD,,,,,
HRTX,Heron Therapeutics Inc.,2.2,ZYNRELEF (bupivacaine and meloxicam) extended-release,Soft tissue and orthopedic surgical procedures ,Approved,23/01/2024 ET,"FDA Approved on January 23, 2024.",153.29M
Add to portfolio,,,,,,,,
URGN,UroGen Pharma Ltd.,15.04,ZUSDURI (VesiGel UGN-102 (mitomycin)) - (ENVISION),Low grade non-muscle invasive bladder cancer (LG-NMIBC) ,NDA Filing,24/01/2024 ET,"NDA was submitted to FDA on January 24, 2024",46.26M
Add to portfolio,,,View Clinical Trial Data,,,,,
ANVS,Annovis Bio Inc.,9.09,Buntanetap,Parkinson's Disease (PD) ,Phase 3,24/01/2024 ET,"Phase 3 data release postponed due to ongoing data cleaning efforts to ensure the accuracy and reliability of the study results, noted January 24, 2024.",19.49M
Add to portfolio,,,,,,,,
ENSC,Ensysce Biosciences Inc.,1.5,PF614-MPAR-102 - (MPAR),Overdose Protection ,Phase 1,25/01/2024 ET,"Phase 1 data presented at the HEAL Initiative Scientific Meeting reported that the trial successfully met its overdose protection endpoints, noted January 25, 2024.",2.97M
Add to portfolio,,,BTD,,,,,
PBLA,Panbela Therapeutics Inc.,3.25,SBP-101 in combination with Gemcitabine and Nab-Paclitaxel - (ASPIRE),Pancreatic Ductal Adenocarcinoma (PDA) ,Phase 2/3,25/01/2024 ET,"Phase 2/3 enrollment exceeded 50% moving faster than expected, full enrollment anticipated 1Q 2025, noted January 25, 2024.",4.85M
Add to portfolio,,,,,,,,
VERA,Vera Therapeutics Inc.,25.31,Atacicept - (ORIGIN 3),IgA Nephropathy ,Phase 2b,25/01/2024 ET,"Phase 2b OLE data reported a 59% reduction in Gd-IgA1, a reduction in the percentage of participants with hematuria to 41%, and a 47% reduction in UPCR in the PP analysis, noted January 25, 2024.",63.82M
