row_id,sent_id,text,aspects,polarity,opinion_sample
475,475_0,"Phase 3 data reported that the trial did not meet its dual primary endpoints of overall survival (OS) and progression-free survival (PFS), noted March 21, 2024.","endpoint,phase",NEG,did not meet
477,477_0,"IND cleared by the FDA, noted March 21, 2024.",regulatory,POS,cleared by the FDA
480,480_0,"Approved March 22, 2024.",catalyst,POS,Approved
481,481_0,"Phase 2 additional efficacy data showed a statistically significant and durable reduction in ocular pain statistically significant improvement in Tear Film Break-Up Time (TFBUT) throughout the study,","phase,clinical",POS,statistically significant
484,484_0,"Full approval announced March 22, 2024.",regulatory,POS,approval
485,485_0,"EUA approval announced March 22, 2024.",regulatory,POS,approval
487,487_0,"Approved March 22, 2024.",catalyst,POS,Approved
491,491_0,"Phase 3 trial met its primary endpoint, noted March 25, 2024.","endpoint,phase",POS,met
492,492_0,"Approved March 25, 2024.",catalyst,POS,Approved
493,493_0,"FDA Approved on March 25, 2024.",regulatory,POS,FDA Approved
494,494_0,"Phase 1b/2 proof of concept data reported favorable safety and tolerability profile, mean monthly attack rate reduction of 90-96% for up to 6 months of follow up, noted March 25, 2024.","effect,safety,phase",POS,favorable safety
497,497_0,CRL issued by FDA on March 25 2024.,regulatory,NEG,CRL
498,498_0,CRL issued by FDA on March 25 2024.,regulatory,NEG,CRL
500,500_0,"Phase 1 trial dosing initiated, noted March 25, 2024.","phase,clinical",POS,dosing initiated
501,501_0,"Phase 2 investigator-initiated trial (IIT) dosing initiated, noted March 25, 2024.","phase,clinical",POS,dosing initiated
502,502_0,"Phase 2 investigator-initiated trial (IIT) dosing initiated, noted March 25, 2024.","phase,clinical",POS,dosing initiated
503,503_0,"Phase 3 enrollment completed, noted March 25, 2024","phase,enrollment",POS,enrollment completed
507,507_0,"ANDA Approval from the FDA, noted March 25, 2024.",regulatory,POS,Approval
508,508_0,"CRL issued March 25, 2024.",regulatory,NEG,CRL
509,509_0,"CRL issued March 25, 2024.",regulatory,NEG,CRL
510,510_0,"Phase 2 data reported a 100% complete response rate in the 45 mg cohort, and in the 15 mg cohort, 80% of patients achieved a complete response and 20% achieved a partial response, noted March 26, 2024",phase,POS,achieved
512,512_0,Phase 1 data was shown to be safe and well-tolerated in the 28-day study with low rates of GI-related adverse events.,"safety,phase",POS,well-tolerated
513,513_0,"FDA has granted approval of 12-month shelf life for INTERCEPT Platelet Processing Sets, from the date of manufacture, effective immediately, noted March 26, 2024.",regulatory,POS,approval
518,518_0,"Approved March 26, 2024.",catalyst,POS,Approved
522,522_0,"Phase 3 final data clinical trial met its primary endpoint, demonstrating a statistically significant improvement in time to intracranial progression for adult patients treated with Tumor Treating Fie","endpoint,phase,clinical",POS,met
523,523_0,"Phase 3 final data clinical trial met its primary endpoint, demonstrating a statistically significant improvement in time to intracranial progression for adult patients treated with Tumor Treating Fie","endpoint,phase,clinical",POS,met
524,524_0,"Phase 2a initial results demonstrated that a single 10mg dose of BPL-003 was well-tolerated and resulted in a rapid onset and durable antidepressant effect in patients living with TRD, noted March 27,","safety,phase",POS,well-tolerated
528,528_0,"Phase 2 data continue to demonstrate antifungal activity and a favorable safety and tolerability profile, noted March 27, 2024.","safety,phase",POS,favorable safety
533,533_0,"Approved March 28, 2024.",catalyst,POS,Approved
535,535_0,"NDA resubmitted to FDA, noted March 28, 2024.",regulatory,POS,NDA resubmitted
536,536_0,"Phase 2 initial data reported that treatment was well-tolerated with an acceptable safety profile, noted March 28, 2024.","safety,phase",POS,well-tolerated
540,540_0,"Phase 2 enrollment completed, noted March 28, 2024.","phase,enrollment",POS,enrollment completed
541,541_0,"Phase 1b preliminary data reported that VRON-0200 was safe and well tolerated, with no clinical or laboratory changes of concern, noted March 28, 2024.","safety,phase",POS,well tolerated
547,547_0,"Phase 1b showed that serial procedures were well tolerated without observed dose-limiting toxicity in first cohort, noted March 28, 2024.","safety,phase",POS,well tolerated
548,548_0,"Phase 3 trial met its primary endpoints, noted March 28, 2024.","endpoint,phase",POS,met
550,550_1,"More than 80% of subjects achieved >50% reduction in urine protein creatinine ratio (UPCR), noted",catalyst,POS,achieved
551,551_0,"Phase 2 long-term data presented at ASCO reported that the median OS and PFS were 19.6 months (95% CI, 17.9â€“22.4) and 10.2 months, noted April 1, 2024.","endpoint,phase,clinical",POS,data presented at ASCO
552,552_0,"A District Court set aside the injunction and the FDA is no longer enjoined from issuing final approval of Liquidia's New Drug Application (NDA) for YUTREPIA (treprostinil) inhalation powder, noted Ap",regulatory,POS,approval
553,553_0,"FDA Approved on April 1, 2024.",regulatory,POS,FDA Approved
555,555_0,Phase 2/3 trial part 3 dosing initiated with expanded access to include adolescents with AMKD ages 10 to 17 years.,"phase,clinical",POS,dosing initiated
556,556_0,Phase 2 study met its primary endpoint.,"endpoint,phase",POS,met
556,556_1,"Despite improved measures of light tolerance, including the key secondary endpoint, in both 20 mg and 60 mg dose groups, but it did not meet statistical signifi","endpoint,financial",NEG,did not meet
558,558_0,"Phase 1a demonstrated acceptable safety and tolerability with no reported serious adverse events, noted April 1, 2024.",safety,NEG,serious adverse events
560,560_0,"Phase 3 enrollment completed, noted April 1, 2024.","phase,enrollment",POS,enrollment completed
564,564_0,"Phase 1a demonstrated acceptable safety and tolerability with no reported serious adverse events, noted April 1, 2024.",safety,NEG,serious adverse events
566,566_0,"Phase 3 enrollment completed, noted April 1, 2024.","phase,enrollment",POS,enrollment completed
571,571_0,"Phase 2 cohort 4 data reported a a statistically significant reduction of approximately 40% in Rheumatoid Factor in the abiprubart group, noted April 2, 2024.",phase,POS,statistically significant
572,572_0,"Phase 1 US dosing initiated, noted April 2, 2024.","phase,clinical",POS,dosing initiated
574,574_0,"Approved April 2, 2024.",catalyst,POS,Approved
576,576_0,Phase 3 primary endpoint was met with 71% of participants dosed with LNZ100 achieving three-lines or greater improvement at 3 hours.,"endpoint,phase",POS,met
581,581_0,"Phase 1/2 has been well tolerated in participants at the doses administered, with no dose-limiting toxicities observed.","safety,phase",POS,well tolerated
589,589_0,Phase 2b study did not meet the pre-specified threshold of pâ‰¤0.2.,phase,NEG,did not meet
591,591_0,"IND Cleared by the FDA, noted April 4, 2024.",regulatory,POS,Cleared by the FDA
596,596_0,"Phase 3 trial met the the dual primary endpoints of overall survival (OS) and progression-free survival (PFS), noted April 5, 2024.","endpoint,phase",POS,met
598,598_0,"Phase 1/2 Data and Safety Monitoring Board (DSMB) convened and approved to proceed dosing with the medium dose of OCU410 in the dose-escalation phase of the study, noted April 5, 2024.","safety,phase",POS,approved
600,600_0,"Approved April 5, 2024.",catalyst,POS,Approved
603,603_0,"Preclinical data presented at AACR reported complete tumor regression in the MC38 mouse tumor model, noted April 5, 2024.",clinical,POS,data presented at AACR
604,604_0,"Preclinical data presented at AACR reported that treatment demonstrated inducibility and antitumor activity with regressions in the MC38 mouse tumor model, noted April 5, 2024.",clinical,POS,data presented at AACR
605,605_0,"FDA Approval on April 5, 2024.",regulatory,POS,FDA Approval
606,606_0,"FDA Approval on April 5, 2024.",regulatory,POS,FDA Approval
610,610_0,"Phase 1/2 open-label data presented at AACR reported an overall response rate (ORR) of 34.8 percent (8 of 23 evaluable patients, including 5 complete responses and 3 partial responses) with most respo","endpoint,phase,clinical",POS,data presented at AACR
613,613_0,"Phase 1 data presented at AACR reported that in 8 of 16 patients, autogene cevumeran elicited high-magnitude T cells specific to the encoded neoantigens.","sample,phase,clinical",POS,data presented at AACR
614,614_0,"Phase 3 trial met her primary endpoint, noted April 7, 2024.","endpoint,phase",POS,met
615,615_0,"Phase 1/2 trial has met primary endpoints of safety and immunogenicity and secondary endpoint for efficacy based on response rate, noted April 7, 2024.","endpoint,safety,phase,financial",POS,met
621,621_0,"Phase 1 initial data presented at AACR demonstrated positive signs of clinical activity, including tumor reduction, and an improved safety profile in heavily pretreated patients with metastatic solid","safety,phase,clinical",POS,data presented at AACR
622,622_0,Phase 1/2 data presented at AACR showed enhanced clinical efficacy signal in bev naÃ¯ve patients is consistent with results of randomized ONSEMBLE trial providing two independent data sets in second-li,"phase,clinical",POS,data presented at AACR
623,623_0,"Preclinical data presented at AACR continue to support NVL-330's broad activity against HER2 oncogenic alterations, selectivity over wild-type EGFR, and differentiated brain-penetrant profile , Zidesa",clinical,POS,data presented at AACR
624,624_0,"Phase 2 data presented at AACR data show that Zeno is effective in tumor cell killing in vitro and in vivo in high NRG1 expressing cancer models representing multiple different tumor types, April 8, 2","phase,clinical",POS,data presented at AACR
625,625_0,"Phase 2 data presented at AACR data show that Zeno is effective in tumor cell killing in vitro and in vivo in high NRG1 expressing cancer models representing multiple different tumor types, April 8, 2","phase,clinical",POS,data presented at AACR
628,628_0,Preclinical data presented at AACR showed that data further demonstrate Cogent's capability to discover and advance potential best-in-class novel therapies for rare disease populations with high unmet,clinical,POS,data presented at AACR
629,629_0,"Preclinical data presented at AACR reported that treatment demonstrated superior immune activation as monotherapy and in combination with PD-(L)1 blockade compared to conventional anti-TIGIT mAb, note",clinical,POS,data presented at AACR
630,630_0,"Phase 1b additional data presented at AACR reported that due to the incidence of TEAE judged related to Mipa and the preliminary activity observed, 15mg was selected as the highest dose to be tested i","phase,clinical",POS,data presented at AACR
631,631_0,"Phase 1 data presented at AACR reported that the combination results in high CR rates in patients with relapsed refractory iNHL, noted April 8, 2024.","endpoint,phase,clinical",POS,data presented at AACR
633,633_0,Phase 1 trial data presented at AACR reported that a majority of patients who received ELI-002 booster immunizations maintained or increased mKRAS-specific T cell responses relative to baseline.,"phase,clinical",POS,data presented at AACR
635,635_0,Phase 3 results presented at the ASCRS Conference 2024 included co-Primary symptom endpoint of pain met statistical significance and 7 of 11 secondary symptom endpoints met statistical significance (p,"phase,financial",POS,met
636,636_0,"CRL announced April 8, 2024.",regulatory,NEG,CRL
638,638_0,"FDA Approved on April 8, 2024.",regulatory,POS,FDA Approved
641,641_0,"Phase 1 data presented at AACR demonstrated that the combination reverses resistance to osimertinib versus osimertinib alone, noted April 8, 2024.","phase,clinical",POS,data presented at AACR
